pruid,prename,report_date,numtotal_all_administered,as_of_date,numtotal_dose1_administered,numtotal_dose2_administered,numtotal_dose3_administered,numtotal_dose4_administered,updated
24,Quebec,2022-02-01,17739194,2022-01-31,7268765,6765728,3683602,,1
13,New Brunswick,2022-02-01,1610890,2022-01-22,688569,628671,293650,,0
12,Nova Scotia,2022-02-01,2055694,2022-01-22,884118,809492,362084,,0
11,Prince Edward Island,2022-02-01,342985,2022-01-30,148279,135776,57739,,1
10,Newfoundland and Labrador,2022-02-01,1137974,2022-01-22,486381,452367,199226,,0
60,Yukon,2022-02-01,90660,2022-01-30,37507,34891,18262,0,0
61,Northwest Territories,2022-02-01,96926,2022-01-29,40654,38000,18272,,1
62,Nunavut,2022-02-01,69903,2022-01-30,31073,26351,12479,,0
1,Canada,2022-02-01,77530033,2022-02-01,32240059,29673361,15512492,61329,1
59,British Columbia,2022-02-02,10811962,2022-02-01,4462286,4170048,2179628,,1
48,Alberta,2022-02-02,8325184,2022-02-01,3556706,3289129,1472044,,1
47,Saskatchewan,2022-02-02,2325687,2022-02-01,963833,897117,451254,,1
46,Manitoba,2022-02-02,2679444,2022-01-22,1462598,905144,311624,,0
35,Ontario,2022-02-02,30340198,2022-02-01,12216340,11539837,6519486,64524,1
24,Quebec,2022-02-02,17789939,2022-02-01,7268765,6765728,3721220,,1
13,New Brunswick,2022-02-02,1610890,2022-01-22,688569,628671,293650,,0
12,Nova Scotia,2022-02-02,2055694,2022-01-22,884118,809492,362084,,0
11,Prince Edward Island,2022-02-02,342985,2022-01-30,148279,135776,57739,,0
10,Newfoundland and Labrador,2022-02-02,1137974,2022-01-22,486381,452367,199226,,0
60,Yukon,2022-02-02,90660,2022-01-30,37507,34891,18262,0,0
61,Northwest Territories,2022-02-02,96926,2022-01-29,40654,38000,18272,,0
62,Nunavut,2022-02-02,69903,2022-01-30,31073,26351,12479,,0
1,Canada,2022-02-02,77677446,2022-02-02,32247109,29692551,15616968,64524,1
59,British Columbia,2022-02-03,10842432,2022-02-02,4463666,4173923,2204843,,1
48,Alberta,2022-02-03,8335233,2022-02-02,3557724,3292061,1477774,,1
47,Saskatchewan,2022-02-03,2326623,2022-02-02,964146,897740,451254,,1
46,Manitoba,2022-02-03,2679444,2022-01-22,1462598,905144,311624,,0
35,Ontario,2022-02-03,30382866,2022-02-02,12219228,11550137,6546632,66858,1
24,Quebec,2022-02-03,17838886,2022-02-02,7268765,6765728,3755986,,1
13,New Brunswick,2022-02-03,1610890,2022-01-22,688569,628671,293650,,0
12,Nova Scotia,2022-02-03,2055694,2022-01-22,884118,809492,362084,,0
11,Prince Edward Island,2022-02-03,348469,2022-02-02,148519,135959,62442,,1
10,Newfoundland and Labrador,2022-02-03,1137974,2022-01-22,486381,452367,199226,,0
60,Yukon,2022-02-03,90660,2022-01-30,37507,34891,18262,0,0
61,Northwest Territories,2022-02-03,96926,2022-01-29,40654,38000,18272,,0
62,Nunavut,2022-02-03,69903,2022-01-30,31073,26351,12479,,0
1,Canada,2022-02-03,77816000,2022-02-03,32252948,29710464,15714528,66858,1
59,British Columbia,2022-02-04,10872777,2022-02-03,4464986,4177582,2230209,,1
48,Alberta,2022-02-04,8345443,2022-02-03,3558836,3295207,1483339,,1
47,Saskatchewan,2022-02-04,2327656,2022-02-03,964482,898437,451254,,1
46,Manitoba,2022-02-04,2718276,2022-01-30,1476751,919412,322031,,1
35,Ontario,2022-02-04,30441130,2022-02-03,12222925,11564360,6584038,69796,1
24,Quebec,2022-02-04,17883790,2022-02-03,7274384,6797446,3788872,,1
13,New Brunswick,2022-02-04,1655010,2022-01-30,691197,633136,330677,,1
12,Nova Scotia,2022-02-04,2131349,2022-01-30,887032,813330,430987,,1
11,Prince Edward Island,2022-02-04,348469,2022-02-02,148519,135959,62442,,0
10,Newfoundland and Labrador,2022-02-04,1170008,2022-01-30,487939,458229,223840,,1
60,Yukon,2022-02-04,90660,2022-01-30,37507,34891,18262,0,0
61,Northwest Territories,2022-02-04,96926,2022-01-29,40654,38000,18272,,0
62,Nunavut,2022-02-04,69903,2022-01-30,31073,26351,12479,,0
1,Canada,2022-02-04,78151397,2022-02-04,32286285,29792340,15956702,69796,1
59,British Columbia,2022-02-05,10872777,2022-02-03,4464986,4177582,2230209,,0
48,Alberta,2022-02-05,8345443,2022-02-03,3558836,3295207,1483339,,0
47,Saskatchewan,2022-02-05,2328769,2022-02-04,964804,899228,451254,,1
46,Manitoba,2022-02-05,2718276,2022-01-30,1476751,919412,322031,,0
35,Ontario,2022-02-05,30490740,2022-02-04,12226531,11580329,6613544,70325,1
24,Quebec,2022-02-05,17883790,2022-02-03,7274384,6797446,3788872,,0
13,New Brunswick,2022-02-05,1655010,2022-01-30,691197,633136,330677,,0
12,Nova Scotia,2022-02-05,2131349,2022-01-30,887032,813330,430987,,0
11,Prince Edward Island,2022-02-05,348469,2022-02-02,148519,135959,62442,,0
10,Newfoundland and Labrador,2022-02-05,1170008,2022-01-30,487939,458229,223840,,0
60,Yukon,2022-02-05,90660,2022-01-30,37507,34891,18262,0,0
61,Northwest Territories,2022-02-05,96926,2022-01-29,40654,38000,18272,,0
62,Nunavut,2022-02-05,69903,2022-01-30,31073,26351,12479,,0
1,Canada,2022-02-05,78202120,2022-02-05,32290213,29809100,15986208,70325,1
59,British Columbia,2022-02-06,10872777,2022-02-03,4464986,4177582,2230209,,0
48,Alberta,2022-02-06,8345443,2022-02-03,3558836,3295207,1483339,,0
47,Saskatchewan,2022-02-06,2329597,2022-02-05,965031,899829,451254,,1
46,Manitoba,2022-02-06,2718276,2022-01-30,1476751,919412,322031,,0
35,Ontario,2022-02-06,30513808,2022-02-05,12228204,11588022,6626962,70609,1
24,Quebec,2022-02-06,17883790,2022-02-03,7274384,6797446,3788872,,0
13,New Brunswick,2022-02-06,1655010,2022-01-30,691197,633136,330677,,0
12,Nova Scotia,2022-02-06,2131349,2022-01-30,887032,813330,430987,,0
11,Prince Edward Island,2022-02-06,348469,2022-02-02,148519,135959,62442,,0
10,Newfoundland and Labrador,2022-02-06,1170008,2022-01-30,487939,458229,223840,,0
60,Yukon,2022-02-06,91274,2022-02-06,37562,35194,18518,0,1
61,Northwest Territories,2022-02-06,96926,2022-01-29,40654,38000,18272,,0
62,Nunavut,2022-02-06,71721,2022-02-06,31401,27050,13270,,1
1,Canada,2022-02-06,78228448,2022-02-06,32292496,29818396,16000673,70609,1
59,British Columbia,2022-02-07,10968111,2022-02-06,4469777,4191883,2306451,,1
48,Alberta,2022-02-07,8376671,2022-02-06,3561872,3306246,1499676,,1
47,Saskatchewan,2022-02-07,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-07,2718276,2022-01-30,1476751,919412,322031,,0
35,Ontario,2022-02-07,30546890,2022-02-06,12230523,11595065,6648829,72462,1
24,Quebec,2022-02-07,17992280,2022-02-06,7274384,6797446,3858765,,1
13,New Brunswick,2022-02-07,1655010,2022-01-30,691197,633136,330677,,0
12,Nova Scotia,2022-02-07,2131349,2022-01-30,887032,813330,430987,,0
11,Prince Edward Island,2022-02-07,348469,2022-02-02,148519,135959,62442,,0
10,Newfoundland and Labrador,2022-02-07,1170008,2022-01-30,487939,458229,223840,,0
60,Yukon,2022-02-07,91274,2022-02-06,37562,35194,18518,0,0
61,Northwest Territories,2022-02-07,97798,2022-02-05,40739,38516,18543,,1
62,Nunavut,2022-02-07,71721,2022-02-06,31401,27050,13270,,0
1,Canada,2022-02-07,78497454,2022-02-07,32302727,29851295,16185283,72462,1
59,British Columbia,2022-02-08,10993192,2022-02-07,4470728,4194976,2327488,,1
48,Alberta,2022-02-08,8384070,2022-02-07,3562573,3308279,1503982,,1
47,Saskatchewan,2022-02-08,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-08,2718276,2022-01-30,1476751,919412,322031,,0
35,Ontario,2022-02-08,30585402,2022-02-07,12233251,11603799,6673107,75233,1
24,Quebec,2022-02-08,18025489,2022-02-07,7280636,6836872,3883236,,1
13,New Brunswick,2022-02-08,1655010,2022-01-30,691197,633136,330677,,0
12,Nova Scotia,2022-02-08,2131349,2022-01-30,887032,813330,430987,,0
11,Prince Edward Island,2022-02-08,351002,2022-02-06,148688,136025,64190,,1
10,Newfoundland and Labrador,2022-02-08,1170008,2022-01-30,487939,458229,223840,,0
60,Yukon,2022-02-08,91274,2022-02-06,37562,35194,18518,0,0
61,Northwest Territories,2022-02-08,97798,2022-02-05,40739,38516,18543,,0
62,Nunavut,2022-02-08,71721,2022-02-06,31401,27050,13270,,0
1,Canada,2022-02-08,78604188,2022-02-08,32313528,29904647,16261123,75233,1
59,British Columbia,2022-02-09,11018619,2022-02-08,4471761,4198814,2348044,,1
48,Alberta,2022-02-09,8391935,2022-02-08,3563335,3310942,1508139,,1
47,Saskatchewan,2022-02-09,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-09,2718276,2022-01-30,1476751,919412,322031,,0
35,Ontario,2022-02-09,30622615,2022-02-08,12235966,11612443,6695554,78640,1
24,Quebec,2022-02-09,18061383,2022-02-08,7280636,6836872,3908735,,1
13,New Brunswick,2022-02-09,1655010,2022-01-30,691197,633136,330677,,0
12,Nova Scotia,2022-02-09,2131349,2022-01-30,887032,813330,430987,,0
11,Prince Edward Island,2022-02-09,351002,2022-02-06,148688,136025,64190,,0
10,Newfoundland and Labrador,2022-02-09,1170008,2022-01-30,487939,458229,223840,,0
60,Yukon,2022-02-09,91274,2022-02-06,37562,35194,18518,0,0
61,Northwest Territories,2022-02-09,97798,2022-02-05,40739,38516,18543,,0
62,Nunavut,2022-02-09,71721,2022-02-06,31401,27050,13270,,0
1,Canada,2022-02-09,78710587,2022-02-09,32318038,29919792,16333782,78640,1
59,British Columbia,2022-02-10,11043787,2022-02-09,4472853,4203494,2367400,,1
48,Alberta,2022-02-10,8401303,2022-02-09,3564198,3313657,1513475,,1
47,Saskatchewan,2022-02-10,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-10,2718276,2022-01-30,1476751,919412,322031,,0
35,Ontario,2022-02-10,30661724,2022-02-09,12238636,11622545,6718440,82091,1
24,Quebec,2022-02-10,18094139,2022-02-09,7280636,6836872,3930810,,1
13,New Brunswick,2022-02-10,1655010,2022-01-30,691197,633136,330677,,0
12,Nova Scotia,2022-02-10,2131349,2022-01-30,887032,813330,430987,,0
11,Prince Edward Island,2022-02-10,355229,2022-02-09,148894,139097,67369,,1
10,Newfoundland and Labrador,2022-02-10,1170008,2022-01-30,487939,458229,223840,,0
60,Yukon,2022-02-10,91274,2022-02-06,37562,35194,18518,0,0
61,Northwest Territories,2022-02-10,97798,2022-02-05,40739,38516,18543,,0
62,Nunavut,2022-02-10,71721,2022-02-06,31401,27050,13270,,0
1,Canada,2022-02-10,78821215,2022-02-10,32322869,29940361,16406614,82091,1
59,British Columbia,2022-02-11,11068342,2022-02-10,4473843,4207822,2386677,,1
48,Alberta,2022-02-11,8409914,2022-02-10,3565123,3316138,1518301,,1
47,Saskatchewan,2022-02-11,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-11,2749373,2022-02-06,1486849,931184,331254,,1
35,Ontario,2022-02-11,30703435,2022-02-10,12241554,11633797,6743657,84414,1
24,Quebec,2022-02-11,18125569,2022-02-10,7284948,6862875,3951484,,1
13,New Brunswick,2022-02-11,1682083,2022-02-06,692664,639950,349469,,1
12,Nova Scotia,2022-02-11,2177571,2022-02-06,889712,823221,464638,,1
11,Prince Edward Island,2022-02-11,355229,2022-02-09,148894,139097,67369,,0
10,Newfoundland and Labrador,2022-02-11,1192996,2022-02-06,488803,463127,241066,,1
60,Yukon,2022-02-11,91274,2022-02-06,37562,35194,18518,0,0
61,Northwest Territories,2022-02-11,97798,2022-02-05,40739,38516,18543,,0
62,Nunavut,2022-02-11,71721,2022-02-06,31401,27050,13270,,0
1,Canada,2022-02-11,79054902,2022-02-11,32347123,30017800,16555500,84414,1
59,British Columbia,2022-02-12,11068342,2022-02-10,4473843,4207822,2386677,,0
48,Alberta,2022-02-12,8409914,2022-02-10,3565123,3316138,1518301,,0
47,Saskatchewan,2022-02-12,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-12,2749373,2022-02-06,1486849,931184,331254,,0
35,Ontario,2022-02-12,30739484,2022-02-11,12244309,11646773,6763534,84854,1
24,Quebec,2022-02-12,18125569,2022-02-10,7284948,6862875,3951484,,0
13,New Brunswick,2022-02-12,1682083,2022-02-06,692664,639950,349469,,0
12,Nova Scotia,2022-02-12,2177571,2022-02-06,889712,823221,464638,,0
11,Prince Edward Island,2022-02-12,355229,2022-02-09,148894,139097,67369,,0
10,Newfoundland and Labrador,2022-02-12,1192996,2022-02-06,488803,463127,241066,,0
60,Yukon,2022-02-12,91274,2022-02-06,37562,35194,18518,0,0
61,Northwest Territories,2022-02-12,97798,2022-02-05,40739,38516,18543,,0
62,Nunavut,2022-02-12,71721,2022-02-06,31401,27050,13270,,0
1,Canada,2022-02-12,79090951,2022-02-12,32349878,30030776,16575377,84854,1
59,British Columbia,2022-02-13,11068342,2022-02-10,4473843,4207822,2386677,,0
48,Alberta,2022-02-13,8409914,2022-02-10,3565123,3316138,1518301,,0
47,Saskatchewan,2022-02-13,2316114,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-13,2749373,2022-02-06,1486849,931184,331254,,0
35,Ontario,2022-02-13,30756300,2022-02-12,12245470,11652788,6772970,85057,1
24,Quebec,2022-02-13,18125569,2022-02-10,7284948,6862875,3951484,,0
13,New Brunswick,2022-02-13,1682083,2022-02-06,692664,639950,349469,,0
12,Nova Scotia,2022-02-13,2177571,2022-02-06,889712,823221,464638,,0
11,Prince Edward Island,2022-02-13,355229,2022-02-09,148894,139097,67369,,0
10,Newfoundland and Labrador,2022-02-13,1192996,2022-02-06,488803,463127,241066,,0
60,Yukon,2022-02-13,92212,2022-02-13,37610,35576,19026,0,1
61,Northwest Territories,2022-02-13,97798,2022-02-05,40739,38516,18543,,0
62,Nunavut,2022-02-13,73377,2022-02-13,31729,27679,13969,,1
1,Canada,2022-02-13,79096878,2022-02-13,32351415,30037802,16586020,85057,1
59,British Columbia,2022-02-14,11143673,2022-02-13,4477108,4222765,2443800,,1
48,Alberta,2022-02-14,8429072,2022-02-13,3566703,3321821,1529458,,1
47,Saskatchewan,2022-02-14,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-14,2749373,2022-02-06,1486849,931184,331254,,0
35,Ontario,2022-02-14,30775371,2022-02-13,12246810,11657365,6784766,86415,1
24,Quebec,2022-02-14,18198492,2022-02-13,7284948,6862875,3998584,,1
13,New Brunswick,2022-02-14,1682083,2022-02-06,692664,639950,349469,,0
12,Nova Scotia,2022-02-14,2177571,2022-02-06,889712,823221,464638,,0
11,Prince Edward Island,2022-02-14,355229,2022-02-09,148894,139097,67369,,0
10,Newfoundland and Labrador,2022-02-14,1192996,2022-02-06,488803,463127,241066,,0
60,Yukon,2022-02-14,92212,2022-02-13,37610,35576,19026,0,0
61,Northwest Territories,2022-02-14,98521,2022-02-12,40824,38816,18881,,1
62,Nunavut,2022-02-14,73377,2022-02-13,31729,27679,13969,,0
1,Canada,2022-02-14,79297567,2022-02-14,32357685,30063305,16713534,86415,1
59,British Columbia,2022-02-15,11158060,2022-02-14,4477487,4225154,2455419,,1
48,Alberta,2022-02-15,8438043,2022-02-14,3567756,3325513,1533356,,1
47,Saskatchewan,2022-02-15,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-15,2749373,2022-02-06,1486849,931184,331254,,0
35,Ontario,2022-02-15,30801103,2022-02-14,12248530,11664948,6799623,87987,1
24,Quebec,2022-02-15,18218225,2022-02-14,7289204,6890552,4010862,,1
13,New Brunswick,2022-02-15,1682083,2022-02-06,692664,639950,349469,,0
12,Nova Scotia,2022-02-15,2177571,2022-02-06,889712,823221,464638,,0
11,Prince Edward Island,2022-02-15,355229,2022-02-09,148894,139097,67369,,0
10,Newfoundland and Labrador,2022-02-15,1192996,2022-02-06,488803,463127,241066,,0
60,Yukon,2022-02-15,92212,2022-02-13,37610,35576,19026,0,0
61,Northwest Territories,2022-02-15,98521,2022-02-12,40824,38816,18881,,0
62,Nunavut,2022-02-15,73377,2022-02-13,31729,27679,13969,,0
1,Canada,2022-02-15,79366390,2022-02-15,32365093,30104646,16756186,87987,1
59,British Columbia,2022-02-16,11176710,2022-02-15,4478441,4229129,2469140,,1
48,Alberta,2022-02-16,8443567,2022-02-15,3568229,3327283,1536329,,1
47,Saskatchewan,2022-02-16,2329597,2022-02-05,965031,899829,451254,,0
46,Manitoba,2022-02-16,2749373,2022-02-06,1486849,931184,331254,,0
35,Ontario,2022-02-16,30827587,2022-02-15,12250161,11672303,6814530,90578,1
24,Quebec,2022-02-16,18243098,2022-02-15,7289204,6890552,4024541,,1
13,New Brunswick,2022-02-16,1682083,2022-02-06,692664,639950,349469,,0
12,Nova Scotia,2022-02-16,2177571,2022-02-06,889712,823221,464638,,0
11,Prince Edward Island,2022-02-16,358591,2022-02-13,149129,139817,69773,,1
10,Newfoundland and Labrador,2022-02-16,1192996,2022-02-06,488803,463127,241066,,0
60,Yukon,2022-02-16,92212,2022-02-13,37610,35576,19026,0,0
61,Northwest Territories,2022-02-16,98521,2022-02-12,40824,38816,18881,,0
62,Nunavut,2022-02-16,73377,2022-02-13,31729,27679,13969,,0
1,Canada,2022-02-16,79445283,2022-02-16,32368386,30118466,16803870,90578,1
59,British Columbia,2022-02-17,11196470,2022-02-16,4479423,4234107,2482940,,1
48,Alberta,2022-02-17,8449280,2022-02-16,3568796,3329448,1539048,,1
47,Saskatchewan,2022-02-17,2354928,2022-02-12,965031,899829,451254,,1
46,Manitoba,2022-02-17,2749373,2022-02-06,1486849,931184,331254,,0
35,Ontario,2022-02-17,30851223,2022-02-16,12251471,11678748,6828105,92883,1
24,Quebec,2022-02-17,18261836,2022-02-16,7289204,6890552,4038192,,1
13,New Brunswick,2022-02-17,1682083,2022-02-06,692664,639950,349469,,0
12,Nova Scotia,2022-02-17,2177571,2022-02-06,889712,823221,464638,,0
11,Prince Edward Island,2022-02-17,358591,2022-02-13,149129,139817,69773,,0
10,Newfoundland and Labrador,2022-02-17,1192996,2022-02-06,488803,463127,241066,,0
60,Yukon,2022-02-17,92212,2022-02-13,37610,35576,19026,0,0
61,Northwest Territories,2022-02-17,98521,2022-02-12,40824,38816,18881,,0
62,Nunavut,2022-02-17,73377,2022-02-13,31729,27679,13969,,0
1,Canada,2022-02-17,79538461,2022-02-17,32371245,30132054,16847615,92883,1
59,British Columbia,2022-02-18,11216953,2022-02-17,4480397,4238801,2497755,,1
48,Alberta,2022-02-18,8455738,2022-02-17,3569532,3331898,1542060,,1
47,Saskatchewan,2022-02-18,2354928,2022-02-12,965031,899829,451254,,0
46,Manitoba,2022-02-18,2774495,2022-02-13,1494129,942646,337624,,1
35,Ontario,2022-02-18,30888764,2022-02-17,12253320,11686934,6854046,94447,1
24,Quebec,2022-02-18,18279492,2022-02-17,7291464,6909623,4049559,,1
13,New Brunswick,2022-02-18,1700334,2022-02-13,694767,645510,360057,,1
12,Nova Scotia,2022-02-18,2208401,2022-02-13,891327,832122,484952,,1
11,Prince Edward Island,2022-02-18,358591,2022-02-13,149129,139817,69773,,0
10,Newfoundland and Labrador,2022-02-18,1215336,2022-02-13,489787,467140,257254,,1
60,Yukon,2022-02-18,92212,2022-02-13,37610,35576,19026,0,0
61,Northwest Territories,2022-02-18,98521,2022-02-12,40824,38816,18881,,0
62,Nunavut,2022-02-18,73377,2022-02-13,31729,27679,13969,,0
1,Canada,2022-02-18,79717142,2022-02-18,32389046,30196391,16956210,94447,1
59,British Columbia,2022-02-19,11216953,2022-02-17,4480397,4238801,2497755,,0
48,Alberta,2022-02-19,8455738,2022-02-17,3569532,3331898,1542060,,0
47,Saskatchewan,2022-02-19,2354928,2022-02-12,965031,899829,451254,,0
46,Manitoba,2022-02-19,2774495,2022-02-13,1494129,942646,337624,,0
35,Ontario,2022-02-19,30921161,2022-02-18,12254789,11694802,6876797,94756,1
24,Quebec,2022-02-19,18279492,2022-02-17,7291464,6909623,4049559,,0
13,New Brunswick,2022-02-19,1700334,2022-02-13,694767,645510,360057,,0
12,Nova Scotia,2022-02-19,2208401,2022-02-13,891327,832122,484952,,0
11,Prince Edward Island,2022-02-19,358591,2022-02-13,149129,139817,69773,,0
10,Newfoundland and Labrador,2022-02-19,1215336,2022-02-13,489787,467140,257254,,0
60,Yukon,2022-02-19,92212,2022-02-13,37610,35576,19026,0,0
61,Northwest Territories,2022-02-19,98521,2022-02-12,40824,38816,18881,,0
62,Nunavut,2022-02-19,73377,2022-02-13,31729,27679,13969,,0
1,Canada,2022-02-19,79749539,2022-02-19,32390515,30204259,16978961,94756,1
59,British Columbia,2022-02-20,11216953,2022-02-17,4480397,4238801,2497755,,0
48,Alberta,2022-02-20,8455738,2022-02-17,3569532,3331898,1542060,,0
47,Saskatchewan,2022-02-20,2354928,2022-02-12,965031,899829,451254,,0
46,Manitoba,2022-02-20,2774495,2022-02-13,1494129,942646,337624,,0
35,Ontario,2022-02-20,30938533,2022-02-19,12255689,11698382,6889518,94927,1
24,Quebec,2022-02-20,18279492,2022-02-17,7291464,6909623,4049559,,0
13,New Brunswick,2022-02-20,1700334,2022-02-13,694767,645510,360057,,0
12,Nova Scotia,2022-02-20,2208401,2022-02-13,891327,832122,484952,,0
11,Prince Edward Island,2022-02-20,358591,2022-02-13,149129,139817,69773,,0
10,Newfoundland and Labrador,2022-02-20,1215336,2022-02-13,489787,467140,257254,,0
60,Yukon,2022-02-20,92868,2022-02-20,37634,35876,19358,0,1
61,Northwest Territories,2022-02-20,98521,2022-02-12,40824,38816,18881,,0
62,Nunavut,2022-02-20,74399,2022-02-20,31913,28152,14334,,1
1,Canada,2022-02-20,79768589,2022-02-20,32391623,30208612,16992379,94927,1
59,British Columbia,2022-02-21,11216953,2022-02-17,4480397,4238801,2497755,,0
48,Alberta,2022-02-21,8455738,2022-02-17,3569532,3331898,1542060,,0
47,Saskatchewan,2022-02-21,2354928,2022-02-12,965031,899829,451254,,0
46,Manitoba,2022-02-21,2774495,2022-02-13,1494129,942646,337624,,0
35,Ontario,2022-02-21,30947422,2022-02-20,12256090,11699842,6896380,95093,1
24,Quebec,2022-02-21,18327288,2022-02-20,7291464,6909623,4087406,,1
13,New Brunswick,2022-02-21,1700334,2022-02-13,694767,645510,360057,,0
12,Nova Scotia,2022-02-21,2208401,2022-02-13,891327,832122,484952,,0
11,Prince Edward Island,2022-02-21,358591,2022-02-13,149129,139817,69773,,0
10,Newfoundland and Labrador,2022-02-21,1215336,2022-02-13,489787,467140,257254,,0
60,Yukon,2022-02-21,92868,2022-02-20,37634,35876,19358,0,0
61,Northwest Territories,2022-02-21,98959,2022-02-19,40862,38996,19101,,1
62,Nunavut,2022-02-21,74399,2022-02-20,31913,28152,14334,,0
1,Canada,2022-02-21,79825712,2022-02-21,32392062,30210252,17037308,95093,1
59,British Columbia,2022-02-22,11281350,2022-02-21,4483294,4254785,2543271,,1
48,Alberta,2022-02-22,8470872,2022-02-21,3570842,3336814,1550355,,1
47,Saskatchewan,2022-02-22,2354928,2022-02-12,965031,899829,451254,,0
46,Manitoba,2022-02-22,2774495,2022-02-13,1494129,942646,337624,,0
35,Ontario,2022-02-22,30972486,2022-02-21,12257382,11704505,6913562,97019,1
24,Quebec,2022-02-22,18341739,2022-02-21,7292500,6920948,4098230,,1
13,New Brunswick,2022-02-22,1700334,2022-02-13,694767,645510,360057,,0
12,Nova Scotia,2022-02-22,2208401,2022-02-13,891327,832122,484952,,0
11,Prince Edward Island,2022-02-22,363678,2022-02-20,149353,140935,73514,,1
10,Newfoundland and Labrador,2022-02-22,1215336,2022-02-13,489787,467140,257254,,0
60,Yukon,2022-02-22,92868,2022-02-20,37634,35876,19358,0,0
61,Northwest Territories,2022-02-22,98959,2022-02-19,40862,38996,19101,,0
62,Nunavut,2022-02-22,74399,2022-02-20,31913,28152,14334,,0
1,Canada,2022-02-22,79949845,2022-02-22,32398821,30248258,17122866,97019,1
59,British Columbia,2022-02-23,11290330,2022-02-22,4483771,4256730,2549829,,1
48,Alberta,2022-02-23,8478187,2022-02-22,3571681,3340078,1553279,,1
47,Saskatchewan,2022-02-23,2354928,2022-02-12,965031,899829,451254,,0
46,Manitoba,2022-02-23,2774495,2022-02-13,1494129,942646,337624,,0
35,Ontario,2022-02-23,30996803,2022-02-22,12258728,11709588,6928994,99475,1
24,Quebec,2022-02-23,18354449,2022-02-22,7292500,6920948,4106887,,1
13,New Brunswick,2022-02-23,1700334,2022-02-13,694767,645510,360057,,0
12,Nova Scotia,2022-02-23,2208401,2022-02-13,891327,832122,484952,,0
11,Prince Edward Island,2022-02-23,363678,2022-02-20,149353,140935,73514,,0
10,Newfoundland and Labrador,2022-02-23,1215336,2022-02-13,489787,467140,257254,,0
60,Yukon,2022-02-23,92868,2022-02-20,37634,35876,19358,0,0
61,Northwest Territories,2022-02-23,98959,2022-02-19,40862,38996,19101,,0
62,Nunavut,2022-02-23,74399,2022-02-20,31913,28152,14334,,0
1,Canada,2022-02-23,80003167,2022-02-23,32401483,30258550,17156437,99475,1
59,British Columbia,2022-02-24,11299923,2022-02-23,4484383,4259317,2556223,,1
48,Alberta,2022-02-24,8482498,2022-02-23,3572123,3341626,1555358,,1
47,Saskatchewan,2022-02-24,2365748,2022-02-19,965031,899829,451254,,1
46,Manitoba,2022-02-24,2774495,2022-02-13,1494129,942646,337624,,0
35,Ontario,2022-02-24,31019667,2022-02-23,12260081,11714565,6943429,101572,1
24,Quebec,2022-02-24,18367039,2022-02-23,7292500,6920948,4115272,,1
13,New Brunswick,2022-02-24,1700334,2022-02-13,694767,645510,360057,,0
12,Nova Scotia,2022-02-24,2208401,2022-02-13,891327,832122,484952,,0
11,Prince Edward Island,2022-02-24,363678,2022-02-20,149353,140935,73514,,0
10,Newfoundland and Labrador,2022-02-24,1215336,2022-02-13,489787,467140,257254,,0
60,Yukon,2022-02-24,92868,2022-02-20,37634,35876,19358,0,0
61,Northwest Territories,2022-02-24,98959,2022-02-19,40862,38996,19101,,0
62,Nunavut,2022-02-24,74399,2022-02-20,31913,28152,14334,,0
1,Canada,2022-02-24,80063345,2022-02-24,32403890,30267662,17187730,101572,1
59,British Columbia,2022-02-25,11310191,2022-02-24,4485073,4262169,2562949,,1
48,Alberta,2022-02-25,8486394,2022-02-24,3572480,3342817,1557479,,1
47,Saskatchewan,2022-02-25,2365748,2022-02-19,965031,899829,451254,,0
46,Manitoba,2022-02-25,2792992,2022-02-20,1499113,951320,342444,,1
35,Ontario,2022-02-25,31044683,2022-02-24,12261434,11720339,6959915,102975,1
24,Quebec,2022-02-25,18382262,2022-02-24,7294018,6931357,4125870,,1
13,New Brunswick,2022-02-25,1717669,2022-02-20,695809,650854,371006,,1
12,Nova Scotia,2022-02-25,2231661,2022-02-20,895864,839363,496434,,1
11,Prince Edward Island,2022-02-25,363678,2022-02-20,149353,140935,73514,,0
10,Newfoundland and Labrador,2022-02-25,1231608,2022-02-20,490387,470481,269440,,1
60,Yukon,2022-02-25,92868,2022-02-20,37634,35876,19358,0,0
61,Northwest Territories,2022-02-25,98959,2022-02-19,40862,38996,19101,,0
62,Nunavut,2022-02-25,74399,2022-02-20,31913,28152,14334,,0
1,Canada,2022-02-25,80193112,2022-02-25,32418971,30312488,17263098,102975,1
59,British Columbia,2022-02-26,11310191,2022-02-24,4485073,4262169,2562949,,0
48,Alberta,2022-02-26,8486394,2022-02-24,3572480,3342817,1557479,,0
47,Saskatchewan,2022-02-26,2365748,2022-02-19,965031,899829,451254,,0
