"REF_DATE","GEO","DGUID","Census year (2)","Age (in single years), average age and median age (128)","Gender (3a)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Ontario","2021A000235","2021","Total - Age","Total - Gender","","0","units","0","","56.1.1.1","14223940","","","","0"
"2021","Ontario","2021A000235","2021","Total - Age","Men+","","0","units","0","","56.1.1.2","6970850","","","","0"
"2021","Ontario","2021A000235","2021","Total - Age","Women+","","0","units","0","","56.1.1.3","7253090","","","","0"
"2021","Ontario","2021A000235","2021","0 to 14 years","Total - Gender","","0","units","0","","56.1.2.1","2251795","","","","0"
"2021","Ontario","2021A000235","2021","0 to 14 years","Men+","","0","units","0","","56.1.2.2","1155635","","","","0"
"2021","Ontario","2021A000235","2021","0 to 14 years","Women+","","0","units","0","","56.1.2.3","1096165","","","","0"
"2021","Ontario","2021A000235","2021","0 to 4 years","Total - Gender","","0","units","0","","56.1.3.1","683515","","","","0"
"2021","Ontario","2021A000235","2021","0 to 4 years","Men+","","0","units","0","","56.1.3.2","350035","","","","0"
"2021","Ontario","2021A000235","2021","0 to 4 years","Women+","","0","units","0","","56.1.3.3","333480","","","","0"
"2021","Ontario","2021A000235","2021","Under 1 year","Total - Gender","","0","units","0","","56.1.4.1","128075","","","","0"
"2021","Ontario","2021A000235","2021","Under 1 year","Men+","","0","units","0","","56.1.4.2","65655","","","","0"
"2021","Ontario","2021A000235","2021","Under 1 year","Women+","","0","units","0","","56.1.4.3","62425","","","","0"
"2021","Ontario","2021A000235","2021","1","Total - Gender","","0","units","0","","56.1.5.1","132445","","","","0"
"2021","Ontario","2021A000235","2021","1","Men+","","0","units","0","","56.1.5.2","67635","","","","0"
"2021","Ontario","2021A000235","2021","1","Women+","","0","units","0","","56.1.5.3","64810","","","","0"
"2021","Ontario","2021A000235","2021","2","Total - Gender","","0","units","0","","56.1.6.1","136830","","","","0"
